overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,image
5.0,,True,"10 15, 2017",A3NEBA9ESS9JT9,B00000J1QK,,Mel,Did job.,Five Stars,1508025600,
5.0,2,True,"09 28, 2017",A1ETL2L3W7XLVU,B00000J1QK,,Mr_P,This is the cleaner you want ! I wasn't sure when searching for a cleaner and am glad I choose this one. I have a 99 disk carousel that holds the disks vertically. I wasn't getting sound correctly from it. It's like sometimes the songs would play and you couldn't hear the lead or sometimes you wouldn't hear a rhythm that you knew is supposed to be there. Some CD's skipped. I ran this thru the cleaning cycle twice just to be sure and my cd player is like brand new !!! I used in my 6 disk factory installed cd player in my vehicle and also on my single disk player in my other car. They sound great too. Very happy with this purchase.,Worth every penny,1506556800,
2.0,,True,"09 14, 2017",A3JY6FKMEX4SL5,B00000J1QK,,Amazon Customer,"Didn't work in my car, I couldn't listen to the listen as it was skipping too much.  Not sure if its a problem with the cd or if there is something more wrong with my car cd player than it just being dirty.",Not sure if its a problem with the cd or if there is something more wrong with my car cd player than it just being dirty.,1505347200,
5.0,,True,"03 19, 2015",A2E8EZBR3P6S9N,B00000J1T1,{'Color:': ' Blue'},Harold Gabriel,great product and fast shipping,Five Stars,1426723200,
5.0,,True,"03 18, 2015",A23PUS06KXKS5Q,B00000J1T1,{'Color:': ' Blue'},The Gman,Works.  Price reasonable. What more can I ask,Nice inexpensive cable,1426636800,
5.0,,True,"03 18, 2015",A273KT0BQJCAXE,B00000J1T1,{'Color:': ' Blue'},PKS,Nice sturdy cable.,Good cable,1426636800,
5.0,,False,"03 17, 2015",A1EY1MZG2UHPLB,B00000J1T1,{'Color:': ' Blue'},SamIam,"It's blue!!!!!! enough said. Okay - it's a network cable. It does what its supposed to do. What else is there to say? Its not going to wash my car for me. Shall I try to come up with something poetic or interesting about network cables and how this synergystically connects my home network to the stars?  Okay, here goes....

BOOYA BOOYA BOOYA BLUE BOOYA BOOYA BOOYA BLUE BOOYA BOOYA BOOYA BLUE BOOYA BOOYA BOOYA BLUE BOOYA BOOYA BOOYA BLUE BOOYA BOOYA BOOYA BLUE BOOYA BOOYA BOOYA BLUE BOOYA BOOYA BOOYA BLUE BOOYA BOOYA BOOYA BLUE BOOYA BOOYA BOOYA BLUE.

Booya! LONG LIVE CAT 5e",Its a cable! It's a plane! No wait....,1426550400,
4.0,,True,"03 15, 2015",A2A7KV8NYP4XFE,B00000J1T1,{'Color:': ' Blue'},Patches,works well,Four Stars,1426377600,
4.0,,True,"03 14, 2015",A2BW0ZIDWZY5UG,B00000J1T1,{'Color:': ' Blue'},Matt,"Great item, Good price, Fast shipping.",Four Stars,1426291200,
5.0,,True,"03 13, 2015",A2VEL2R7PJF8IO,B00000J1T1,{'Color:': ' Blue'},Dan Telschow,It works and absolutely no complaints!,Five Stars,1426204800,
5.0,,True,"12 24, 2013",A1MAQHECJKA2OV,B00000J1QM,,Happy Amazon Customer,Easy to maintain peak performance of your CD players and or recorder.  Simply follow the instructions and experience like new performance.,Keep your CD player working at peak,1387843200,
5.0,2,True,"12 2, 2013",A2W1NIQ9T39IIW,B00000J1QM,,Joseph Ogborn,works great on my computer and video equipment I needed one of these for some time now . did not realize how much a dirty drive could affect the program your trying to run.,Definatly a plus,1385942400,
5.0,,True,"11 2, 2013",A8JFL6FA9A32P,B00000J1QM,,Garage Rat,Tried others and have not found better than Allsop. Trusted them for years and they are like a rock in this area.,Never let you down.,1383350400,
2.0,2,True,"10 25, 2013",A15Q60MGX36WU8,B00000J1QM,,Joseph Zajkowski,"I have a Numark Dual CD & CDG player mixer that started to take a long time to ""read"" the CD...
I wrote to Numark and they suggested cleaning the heads..
I purchased Allsop Cleaner and followed the instructions... It seemed to help, at first, then it wasn't too long before it was as bad as it was before... I suspect that my problem might be more mechanical than dirty....
It just didn't work very well for me so I took it to a place that repairs audio equipment and they said that the parts were no longer available so he just cleaned and adjusted the head and said that I should start looking for a replacement. When I got it back, it was just about the same as when I brought it in.. so I'm not sure that anything will help it in my case...
So go ahead and try the Allsop, but don't hold your breath....",does it or does it not work??,1382659200,
5.0,,True,"08 28, 2017",A1X9RGCUN9PXNJ,B00000J1QK,,Patrick B.,good product and not too expensive,Five Stars,1503878400,
5.0,,True,"08 25, 2017",APN1ER29CJH2K,B00000J1QK,,Robert Wong,Cleans the cd player thoroughly.,Five Stars,1503619200,
3.0,,True,"02 21, 2017",A1JL7CONOCFOQY,B00000J1EQ,{'Size:': ' 1-Pack'},Coleman Pettit,"One tape will not work in the vcr, the other 3 are fine.",the other 3 are fine.,1487635200,
5.0,,True,"01 22, 2017",AFVB8EDM2H9NJ,B00000J1EQ,{'Size:': ' 1-Pack'},Terry Whitecliff,It's getting harder and harder to find new blank tapes. Amazon is a good source for quality tapes.,Good source,1485043200,
5.0,,True,"01 6, 2017",AIFRNJIIB4VO2,B00000J1EQ,{'Size:': ' 1-Pack'},scuba_bill,work very well,Five Stars,1483660800,
2.0,,True,"10 13, 2013",A3SUNU2Z5QPLIW,B00000J1QM,,Charles P,"I bought this because the optical drive on my Mac laptop started kicking out the disks. I read that the cure could be as simple as cleaning the drive, so I gave this product a shot. It worked fine at first  and I was able to use my disks. The next time it kicked out again, so I tried the cleaning disk without success. In the long run I bought an external drive rather than try to open my laptop and replace the bad drive. The external drive works well and I still have the cleaning disk just in case. The disk has tiny hairs on it to whisk the dirt away (at least once). I can use the external drive on any other computer with a USB port. All's well that ends well.",It Worked  Once,1381622400,
5.0,,True,"09 17, 2013",A26ZFFW1VRMH2L,B00000J1QM,,sci-fi prime,"i brought this because my car has two players a single in the front and a changer in the back I burn my own disc's and after time it would not play past the forth song on the disc, after using it to clean both decks my disc's play great.",great product,1379376000,
2.0,,True,"09 11, 2013",A2QY7506XMXEKH,B00000J1QM,,Eric Scott,"This may be great for a TV DVD player or stereo CD, but it doesn't work in my iMac computer. (2009 27"" Intel Dual Core) It loads into the optical drive and then just sits there. The computer doesn't recognize it as a CD or DVD, doesn't open iTunes or DVD player, doesn't spin, doesn't play, doesn't do anything. Amazon was great with the refund, so no big deal, but I don't think it's made as a computer Optical/CD drive cleaner. At least not for mine.

Also, just to note, it boasts an ""Ultimate 8 brush system"" but the ""brushes"" are just 1-2 tiny bristles each spaced around the center of the disc. Not much of a brush system if you ask me...",Does not Work in a Mac Optical Drive,1378857600,
2.0,5,True,"08 21, 2013",A26IRJQVMZR5L,B00000J1QM,,gwb1943,This cleaner does what it's supposed to do. My problem is that I really have to play with the thing to get it to shift from one track to the other such as from the instruction track (#1) to the cleaning track (#3). It should have been made to shift automatically and not have to shift manually. I won't buy another one of these.,cd/dvd cleaner,1377043200,
5.0,,True,"08 16, 2013",AU511Q770HHXE,B00000J1QM,,Steve R. Garskof,"Cleans the laser lens, and, also has built-in diagnostics with voice-guided interactive tests.  Perfect for your favorite audiophile with a dirty laser...",Pretty Stinkin' Cool.,1376611200,
5.0,,True,"03 10, 2015",AAVLH78HG8XQV,B00000J1T1,{'Color:': ' Blue'},1111scale1111,great buy works great,Five Stars,1425945600,
4.0,,True,"03 9, 2015",A25ABTX0CKA3A1,B00000J1T1,{'Color:': ' Blue'},The Blackadder,good,Four Stars,1425859200,
3.0,,True,"03 8, 2015",A4H0ZWC7BBN1Z,B00000J1T1,{'Color:': ' Blue'},lwb,As advertised.,Three Stars,1425772800,
5.0,,True,"03 8, 2015",A2YYU79TVL3PW6,B00000J1T1,{'Color:': ' Blue'},Reese B. Lemmond,AOK,Five Stars,1425772800,
5.0,,True,"03 7, 2015",AIJ7R98PKWNIG,B00000J1T1,{'Color:': ' Blue'},Luly,great,Five Stars,1425686400,
5.0,,True,"03 7, 2015",A3U7G4SUTAIOE4,B00000J1T1,{'Color:': ' Blue'},Dave,Nice wire I'm sure it will last a long time,Five Stars,1425686400,
5.0,,True,"03 2, 2015",AHGIIN6P8DSNT,B00000J1T1,{'Color:': ' Blue'},A. Guerrero,Great Product,Great Product,1425254400,
5.0,,True,"03 2, 2015",A9JSTU19HXZO4,B00000J1T1,{'Color:': ' Blue'},Carlos G.,Does the job!,Five Stars,1425254400,
5.0,,True,"03 2, 2015",A1RQDJ22YI0M40,B00000J1T1,{'Color:': ' Blue'},Jerico1,Appears to be good quality cable.  It is installed and working perfectly.,Five Stars,1425254400,
5.0,,False,"08 17, 2017",A784II17GB3ZH,B00000J1QK,,mary p.,Good!!,Love it,1502928000,
4.0,,True,"07 25, 2017",A36771C52MU9QU,B00000J1QK,,falkner,excellent tool for dvd machine maintence,good tool,1500940800,
5.0,,True,"12 18, 2016",AENAFU04UQLP5,B00000J1EQ,{'Size:': ' 1-Pack'},John P. Abe,They work great and came quickly,Five Stars,1482019200,
5.0,,True,"12 5, 2016",A2IQ91XKWT86P2,B00000J1EQ,{'Size:': ' 1-Pack'},mary e. earley,Have always found Maxwell products to be satisfactory in quality and reasonable in price.,Five Stars,1480896000,
1.0,,True,"11 3, 2016",A2VCAWDJMVQ6LE,B00000J1EQ,{'Size:': ' 1-Pack'},qwest,After using it several times it would stop in the middle of a recording. It would make a squeaking sound then my VCR would just stop. When I turned it back on it would eject automatically. At first I thought that it was 1 defective tape out of the pack but they all started doing it after a while. I'm gonna but a different brand next time.,nah!,1478131200,
1.0,6,True,"08 15, 2013",A32T2XLRS3XKOL,B00000J1QM,,Plug,I should have heeded the review that stated this is for CD's only. The advertising is untrue. I tried it in my DVD player and after 1 minute it began making a scratching sound. Do not buy this for a DVD player.,Me Stupid,1376524800,
5.0,2,True,"07 12, 2013",ACJX7DQOO5P5M,B00000J1QM,,hotchas,I had problems with my DVD burner skipping areas when burning.  One could see the blank lines on the surface of the disk.  This fixed the problem.  How?  I don't care or know.  It worked.,works....,1373587200,
1.0,2,True,"07 2, 2013",A1GCCTJ3B03P13,B00000J1QM,,Alex Bernal,Might as well save your money and buy a new cd/dvd player. I have an imac and this did not fix my problem.,Didn't work,1372723200,
2.0,2,True,"06 13, 2013",A3AA8R23JR4D6Q,B00000J1QM,,Shannon,"I followed the directions, but it didn't seem to do what it is supposed to do.  Thus, it's useless to me.",Didn't work,1371081600,
5.0,,True,"06 12, 2013",A19WBCZYOKLSKZ,B00000J1QM,,Anthony G.,"This lens cleaner is great for both cd and dvd players.  It takes off the static as well as cleaning the players, with its carbon technology. Remember to ground the lens cleaner before using, with two fingers on the shiny part.  Ihope it lasts longer than 30 uses, though",Great lens cleaner for the money,1370995200,
5.0,,True,"11 1, 2016",AW7BIYHXUIZ62,B00000J1EQ,{'Size:': ' 1-Pack'},T.M. Reader,"Yep, they're video tapes.  Work perfect.  Maxell quality.  Reasonable price.  5 stars.",I'm just glad they are still making these,1477958400,
5.0,,True,"10 12, 2016",AKJLJ29QHCEN2,B00000J1EQ,{'Size:': ' 1-Pack'},W. Wagler,"Delivered on Time.
Was what I was told and wanted.  Great !!!!
Packaging was very good.",Was what I was told and wanted.  Great !!!!,1476230400,
5.0,,False,"09 24, 2016",AAKDD10340GC6,B00000J1EQ,{'Size:': ' 1-Pack'},james,great product,Five Stars,1474675200,
2.0,,True,"09 1, 2016",A3MBPWVDW30CLW,B00000J1EQ,{'Size:': ' 1-Pack'},Lester,Some of the tapes may be defective,Two Stars,1472688000,
5.0,,True,"07 4, 2017",A13WULTDDAVSDP,B00000J1QK,,Jerry Remme,Worked the first time I used it,Cleaner,1499126400,
5.0,,True,"06 20, 2017",A2YBKKLYAMSJMU,B00000J1QK,,Bill Powers,"Cleans a CD player rather well, but it doesn't work in my Numark dual CD player so not sure what I can get that will clean that player out. On a standard player, works great.",works great.,1497916800,
5.0,,True,"06 14, 2017",AAD4JSCYZLMXZ,B00000J1QK,,steve wilson,works as described,Five Stars,1497398400,
5.0,,True,"06 13, 2017",A3R8L8G7PKL7T4,B00000J1QK,,Ivan Doc Rodriguez,"Very nice, extra brushes, gets the job done while playing some smooth music.",Nice.,1497312000,
5.0,,True,"08 26, 2016",A1O39KUP223WGN,B00000J1EQ,{'Size:': ' 1-Pack'},Norman Parke,ok,Five Stars,1472169600,
5.0,,True,"08 23, 2016",A22B7P36O46L4D,B00000J1EQ,{'Size:': ' 1-Pack'},Diane L Ketchum,Tapes work well...need to order more!,Tapes work well... need to order more ...,1471910400,
5.0,,True,"06 9, 2013",A25E8V5JMW43RY,B00000J1QM,,Carol D. Pippin,This is a great way to clean your CDs and DVDs and works very well.  I will order it again and I recommend it.,Great Cleaner,1370736000,
5.0,,True,"05 29, 2013",AEX8HIT291CQU,B00000J1QM,,music48,after receiving this cleaner i used it in my cd recorder and it cleaned up my device and now it is working as it should. i would recommend this product and i give it five stars.,allsop ultra pro carbon edge dvd and cd drive cleaner,1369785600,
4.0,3,True,"04 24, 2013",A190N2UMF2QB2D,B00000J1QM,,Xmetal,"Honestly not too much to type about a lens cleaner.  I do notice a few 1 out of 5 reviews for this and similar products, because the product did not fix my broken player.  I will not rate it on that criteria alone.  While your player COULD be skipping and misbehaving due to dust on the lens, it could be the laser itself is going bad, or some other mechanical failure.

My Experience:
I recently purchased two mp3 players to replace my Sony D-NS707F (not going into details, though I did write a review for that as well).  It was not so much skipping, but inserting random screeches (the only way I know how to describe it) throughout the mp3 CDs that I A) know are good and B) also prior discs without scratches or smudges, would behave the same way.  Not to copy my review of that player, though I do have to say that I see people had it for about 2 months and it started behaving that way for them.  I had it for about 2005 (maybe 2004, but I forgot exactly) to April 2013 with no problem.  It was a victim of HEAVY use too.  I am happy with my two new mp3 players, though I sort of felt bad about the Sony D-NS707... its like an old friend that has lasted me for years and years.

AH HA! .. HERE is where this disc Cleaner comes in.  My initial thought was that they sent a disc without any  on it.  It turns out instead of one strip (like in my prior, well worn disc cleaners) of brushes, this has a few very small grouped sets of brushes, circling an area of the disc.

My first thought about that is oh geez, I got ripped off (granted that looking around at different places, this seemed to be the average price of lens cleaners, so it is not that big of a deal..).  Here is where my rambling of my Sony D-NS707 comes in.  I am not going to say OH WOW, THIS WILL FIX ALL YOUR ISSUES... though I have tested it for a bit (not as long as I should have probably) and NOT ONE SINGLE NOISE OR SKIP in even the most problematic disc (prior to cleaning).

If it did not fix my issue, I can not say what I'd think of this product.  I 100% did not expect it to fix anything (note my first paragraph's comment) 

IF this cleaner,  didn't (I am still testing that cd/mp3 player) fix that Sony, I may give it a 3 or a 4 out of 5 and I will not lower my rating, (I am still not sure if my Sony is 100% again or I just haven't reached the point where it messes up yet) if I find that out.  (I am not sure whats wrong with it, so I am not going to blame this product).  IF IT FIXED my issue, I am shocked at the product.  I never even thought of reviewing a lens cleaner before, though  I do have to say that .. if your player is having issues... ITS WORTH a shot.  Is this any better than one for two or 3 dollars cheaper from another company. I can not say... I did a little bit of homework and read reviews from others, and decided this seemed the best quality-vs-price option.  Others may work as well, though I would not be against (considering what price it may be), buying another product from this company down the road.

I recommend this 100%, but remember it MAY NOT fix a problematic disc player, though it may fix it.  I am still shocked that my old Sony is apparently (for now) working 100% again.  I have a few other disc and DVD players, and will use this (buying another as needed) regularly to keep my products running at their best.

For this price, even if your on the fence for trying this A) for your working disc players or B) maybe trying to to fix one that hasn't been behaving  I'd give it a shot.  Great Value either way.",Completely surpised me.  A great buy,1366761600,
5.0,3,True,"04 13, 2013",A3PWCQ84OUSKTC,B00000J1QM,,Layne,"I bought this as a last ditch effort to fix the CD burner in my BR1600CD multitrack recorder, as it seemed to have bitten the dust. I ran the disk and it fixed it quickly. Been burning CDs all day. Later on I discovered that the CD player in my iMac wasn't playing anything I fed it. I ran the cleaning disk and it was fixed in minutes.

There's an introductory track on the CD, then the cleaning track, then a series of test sounds and whatnot to ""calibrate"" your CD player. I think most of that stuff is unnecessary or at best useful for a few hardcore audiophiles, I don't know. But the 30 second cleaning track is worth the price. Before you toss your CD player, give this a try, it might surprise you. It's important to keep the laser head clean.",Tiny Little Brushes,1365811200,
5.0,,True,"04 11, 2013",A3QA7TTIST3JNG,B00000J1QM,,Mallen,"The real deal. Fast and friendly. I will continue to purchase products from this retailer. At times, I worry about making a purchase online, site unseen. I don't want to open my box, only to find a knockoff or an inferior product. I'm happy to write to other prospective patrons reading this review, that I received only the original brand with the expected materials. Only the best at the best price. Thank you so very much. Best.",Fast and exactly what I ordered and expected. What else can can one ask for? Thanks Allsop! ;-),1365638400,
5.0,,True,"04 10, 2013",A3U29B3F06DLR9,B00000J1QM,,Sam Stevenson,"Very effective product. I like it very much. I will definitely definitely buy it again for a friend as a gift.
Sam.",Excellent Product,1365552000,
5.0,3,True,"04 23, 2017",A3P57SQBZAEZFG,B00000J1QK,,F Kukura,"Every so often the bristles on my cd/dvd cleaners go.  This is one of the best ways I have found to clean laser-lens', especially for auto where the lens is enclosed.  Allsop makes a reasonably priced and reliable cleaner.  I have been using them for years.",Old reliable,1492905600,
3.0,,True,"04 15, 2017",A2BTBLPSXERT9N,B00000J1QK,,DEK,It works,Does the job,1492214400,
4.0,,True,"02 28, 2015",A61WFNMBP5VTY,B00000J1T1,{'Color:': ' Yellow'},Jim S.,"Cable is well constructed, but the yellow is not really yellow.  It's beige.",Four Stars,1425081600,
5.0,,True,"02 26, 2015",A2WU8KD9V4FYCQ,B00000J1T1,{'Color:': ' Blue'},Glenn MacIntosh,Great hi Speed cable at a great price that i buy in advance for when i need them.  Works as expected. good shipping,Great hi Speed cable at a great price that i ...,1424908800,
5.0,,True,"02 20, 2015",A1DSUG93S5SH76,B00000J1T1,{'Color:': ' Blue'},GLAFY,Worked great for setting up my computer. Did not need a long cord so this fit,Five Stars,1424390400,
5.0,,True,"02 14, 2015",A2N1WZ20QOF2UC,B00000J1T1,{'Color:': ' Blue'},E. plow,same as the rest-ok,Five Stars,1423872000,
5.0,,True,"02 12, 2015",A2MNBG6R6ZXT6M,B00000J1T1,{'Color:': ' Blue'},Trebbleshooter,Works great,Works great make sure you get the length you need,1423699200,
5.0,,True,"02 11, 2015",A3LDO43KPFU9I4,B00000J1T1,{'Color:': ' Yellow'},AlchemystAZ,"Looks pretty, works fine, that is all that matters.",Do not hang yourself!  Great product!,1423612800,
3.0,,True,"08 9, 2012",A1NIBE2WEWDQN3,B00000J1SH,,lbambam,"The paper with the adhesive is separate from the clips. You have to position the paper on the clip and then pull off a paper to reveal the sticky side. That would be OK, but I used 4 medium clips to hold my shaver wires in the bathroom and all have fallen off. Probably good for everywhere else, I have not tried yet.",not very sticky for sticky clips,1344470400,
3.0,9,True,"06 17, 2010",A10BSZ8SP5L1C6,B00000J1SH,,C. Jacob,"The clips contain cables well, but the adhesive is a little weak.  I ended up having to tack the clips down with small nails to hold them in place.","Good, but not great",1276732800,
3.0,2,True,"03 30, 2009",AYHLXHGOTRPH2,B00000J1SH,,Vincent J. Anido,"Nice little packet of thingamabobs.  Mostly useful for wrangling cables, but a few of the pieces have seemingly limited utility.

But for the money, they're passable.  Nice to have little things to keep cords out of the way.  Would probably buy again.",Mostly useful,1238371200,
5.0,,True,"02 25, 2017",A17LQ5SDAHWFNA,B00000J1QK,,OGDEN PARKER,GOOD JOB!,Five Stars,1487980800,
4.0,2,True,"10 27, 2016",A29SRR640FZX11,B00000J1QK,,mstrauss,I am not really sure if this works or not. I tried cleaning cleaning the cd player in my car when I noticed that my cd is skipping.  sometimes my cd still skips and sometimes it doesn't. So I am not really sure if this helps with the cd performance or not. Wish I knew,Not sure if this helps or not,1477526400,
5.0,,True,"10 8, 2016",A2SJFQA9PHB887,B00000J1QK,,Amazon Customer,"Cleaned car audio player very good, crisp sounds",Five Stars,1475884800,
3.0,,True,"08 3, 2016",A11STSK2AIAQ4Z,B00000J1EQ,{'Size:': ' 1-Pack'},Sandra Goodman,I can't rate these tapes.  I tape a program wkly & send it to my son.  He watches them.  I guess they work; haven't heard any problem from him.,I can't rate these tapes. I tape a program ...,1470182400,
5.0,,True,"07 12, 2016",A1MFQSRJNWOD4I,B00000J1EQ,{'Size:': ' 1-Pack'},76,Arrived on time & product as described.,Great,1468281600,
5.0,,True,"07 11, 2016",AXMMPQAVQGRSA,B00000J1EQ,{'Size:': ' 1-Pack'},C. Medd,They worked great!,Five Stars,1468195200,
5.0,,True,"06 20, 2016",AM6LJWVS7P9Z2,B00000J1EQ,{'Size:': ' 1-Pack'},rome,Great!,Five Stars,1466380800,
5.0,,True,"06 17, 2016",A2I6AHK60CR52G,B00000J1EQ,{'Size:': ' 1-Pack'},Shirley,glad to get the product,Five Stars,1466121600,
4.0,,True,"04 7, 2013",A3AWRXCTWQAHRK,B00000J1QM,,DANAL,"I cleaned my Blueray player and my wifes car CD player and it works much better. Her CD player would lock up and we would wait for it to reset. I cleaned it and no more problems, good product so far.",Helped clean,1365292800,
5.0,,True,"03 13, 2013",A24PI06KXG9B7W,B00000J1QM,,BZMA2,"Having a toddler and a baby, I like to borrow CDs and DVDs from the public library. However most of the discs are scratched and my macbook pro is unable to read them. So I gave this lens cleaner a shot and it definitely works like a charm in reading the discs now.",Works for my Macbook Pro,1363132800,
4.0,,True,"03 12, 2013",A7E4UK389NDEZ,B00000J1QM,,Mr. Frank M Sheldon,"This seems to work, although there is not way to be sure except, perhaps, by inference. That is, if a drive that was not working is suddenly okay again, it probably helped. Best not to set hopes too high as, if you are having trouble with a drive, cleaning the lens may not be the most likely cause of the problem. For the drive we tried it on, the problem persists, and I am now fairly certain that it is the drive itself. So, if nothing else, it can tell you that a dusty lens is or is not the problem. The price is fair. It did not seem to cause any trouble, so is presumable safe. Also comes with a plethora of sound tests, which some may find valuable.",Works. Will not (obviously) fix your drive if it is broken.,1363046400,
5.0,,True,"02 27, 2013",A3NY569XWW12RW,B00000J1QM,,Harold Daniel,I had two DVD burners not working: the superdrive on my Macbook Pro and an external HP drive.  This seemed to do the trick for both of them.,Seems to work,1361923200,
3.0,4,True,"02 19, 2013",AY9BXUKJVPQTD,B00000J1QM,,David Chatlovsky,"I've owned around 15 or so of these type of cleaning disks, and all but one (Including this one) were about the same. A word of advice, if it says you can do multiple cleanings in the directions, then always do 2 in a row. Because none of them clean as good as they say. This one was fairly cheap though.",No better and no worse than others,1361232000,
3.0,,True,"06 10, 2016",A2NJRYBKD9NL87,B00000J1EQ,{'Size:': ' 1-Pack'},stationkeeper50,Only fair quality,Three Stars,1465516800,
5.0,,True,"09 18, 2016",A18VT083FG5FLJ,B00000J1QK,,Fred,Great and easy to follow instructions for cleaning your CD or DVD player.,Great for cleaning your CD/DVD player,1474156800,
5.0,,True,"08 29, 2016",A2GU91ACEJYX4D,B00000J1QK,,mario lewis,"""thanks!""",Five Stars,1472428800,
4.0,,True,"08 10, 2016",A1HXO3X8WMFQC9,B00000J1QK,,togo2,I like this,CD Laser Lens Cleaner,1470787200,
5.0,,True,"01 28, 2015",A3LQTVQCRP3JR4,B00000J1T1,{'Color:': ' Blue'},Nethers,"Right price, right quality",Five Stars,1422403200,
5.0,,True,"01 15, 2015",A2DJNSLXW18UJJ,B00000J1T1,{'Color:': ' Blue'},Emin,As expected quality goods and works great! And the price! I am very happy with purchase,Five Stars,1421280000,
5.0,,True,"01 13, 2015",AFJ15J1S92QNV,B00000J1T1,{'Color:': ' Blue'},Brett Johnson,Worked perfectly,Great,1421107200,
4.0,,True,"01 13, 2015",A2CEWSZABP57CX,B00000J1T1,{'Color:': ' Blue'},Engineer/Physicist,"Hey, it's a cable. It works",Four Stars,1421107200,
5.0,,True,"01 12, 2015",AJ11N6HUPG8EA,B00000J1T1,{'Color:': ' Blue'},Edgar R. Glass,"Convenient connection between router and Roku. I happen to have numerous openings in my walls, floors and ceilings so running this Cat 5 was simple. TV image excellent.",Great low tech signal distribution,1421020800,
5.0,,True,"01 10, 2015",A25P01H6O59BVK,B00000J1T1,{'Color:': ' Blue'},Jessica and Larry,"Perfect to connect my wifi router to my modem. My last one was chewed through by my puppy, but he's through his chewing stage so this one should last.",Perfect to connect my wifi router to my modem,1420848000,
4.0,,True,"01 9, 2015",A19WD3YYK3NED9,B00000J1T1,{'Color:': ' Blue'},hippysam,its cable,Four Stars,1420761600,
5.0,15,True,"07 21, 2010",AFXTKAO0CB354,B00000J1F3,,C. Weaver,"If you still use blank VHS VCs like I do, this three pack is really handy. I know that most of us are using DVDs now, but I still find a use at times for an eight or nine hour VC and this fills the bill. This tape stands up pretty well to being used over and over and I would surely suggested it if tape is what you need.",A Fine Blank VHS Tape.,1279670400,
3.0,10,False,"01 27, 2007",A7JSD1S8PSINN,B00000J1F3,,Cory Behrendt,"There actually is no glich in Amazon's system, they just need to update their picture, so what the other reviewer got was correct, like the title says all Maxell GX-Silver tapes are what is now released ""Standard Grade"", and HGX-Gold is now released as ""High Grade"".",GX-Silver IS Standard Grade,1169856000,
4.0,,True,"07 28, 2016",A3KC3R651RVH8M,B00000J1QK,,ALBY,"good product, cleans ur dvd or cd player well",good product,1469664000,
3.0,,True,"06 22, 2016",A3NJS3WPHYVA7E,B00000J1QK,,DJ4ADAY,Just a cleaner that works as promised...,Three Stars,1466553600,
5.0,,True,"03 28, 2016",A3MITFV0792I3D,B00000J1EQ,{'Size:': ' 1-Pack'},exlawman2,"So far, they are just fine.",they are just fine.,1459123200,
4.0,,True,"01 8, 2015",AZHP70AUD6SRM,B00000J1T1,{'Color:': ' Blue'},MornGreen,"Nothing to say much about, just do the job.",4 star,1420675200,
5.0,,True,"01 7, 2015",A2GQ6CX7TAKLDT,B00000J1T1,{'Color:': ' Blue'},Thomas C,This cable keeps my devices connected.  I enjoyed plugging them in.,I enjoyed plugging them in,1420588800,
5.0,,True,"12 31, 2014",A2DQK0RVI0CWI2,B00000J1T1,{'Color:': ' Blue'},shawnsamazon,Good quality at a great price.,Five Stars,1419984000,
5.0,,True,"12 31, 2014",A1LKGFOCXGU23W,B00000J1T1,{'Color:': ' Blue'},Kindle Customer,Work great,Five Stars,1419984000,
4.0,,True,"12 29, 2014",A3VWHQCQF7GDGN,B00000J1T1,{'Color:': ' Blue'},Santo A. Corrado,Good product,Four Stars,1419811200,
5.0,,True,"12 29, 2014",A1FEDCTS67OOCZ,B00000J1T1,{'Color:': ' Blue'},Riley,good cable arrived fast,Five Stars,1419811200,
3.0,,True,"12 27, 2014",A7FLR12AMERW,B00000J1T1,{'Color:': ' Blue'},Rob,not needed,Three Stars,1419638400,
5.0,,True,"12 27, 2014",A1ONVO8ZRRQ29A,B00000J1T1,{'Color:': ' Blue'},Richard Landes,like,Five Stars,1419638400,
5.0,,True,"01 10, 2013",A2E1C7TDHBFK6W,B00000J1QM,,clark,WORKS GOODTHE BEST I  HAVE USED  DOES THE JOB WELL  A A A A a a a a a a a,DID THE JOB,1357776000,
4.0,,True,"01 6, 2013",A3LJ2XUYKO6F2,B00000J1QM,,twinthom,"I have external drive dvd, a 3dbr/d player,a computer w/built in dvd,and a dvd recorder,just install and listen to followed directions. to clean and  be able to optimize each system is great.it's been about a year since i last cleaned them.i notice a big change in my devices. I think i gave this allsop ultra pro a decent test and it passed. good product.",Nice! seems to work.,1357430400,
5.0,2,True,"12 24, 2012",AW6A72DBAELE1,B00000J1QM,,William Armstrong,"Put the Allsop DVD and CD Drive cleaner into my Panasonic DMR ES15 DVD Recorder and when it finished working, my problems with discs not finalizing or error messages stopped.  I also found that Verbatim plus DVD blank discs worked better in this machine than the Verbatim minus blank Discs I had been using so I'll be using those in the future too.  I was able to finish using the rest of the minus discs I had with no problems.  Product does what it's supposed to do.",Worked to solve problem I had with Panasonic DVD recorder,1356307200,
4.0,2,True,"12 13, 2012",A12AVR3WJ4TS9R,B00000J1QM,,zoncustomer,so i gave it a 4 star.  I thought it took too long to go through all the items in the cleaner dvd.  Worked well with my panisonic dvd palyer.,Works well,1355356800,
5.0,2,True,"12 7, 2012",A33GQ5EG104KN7,B00000J1QM,,Bruce B,"I had my doubts, as I've gotten a few duds of this type in the past, but this one seems to work exactly the way the manufacturer claims it should.",Works As Advertised,1354838400,
